Rep_num,Time,Stop_Reason,Generation,Population,Init_Method,Selection_Method,Tournament_Size,Crossover_Rate,Crossover_Type,Mutation_Rate,Mutation_Type,elitism,Max_Gen,Patience,Partition1_Sum,Partition2_Sum,Partition_Difference,Size
1,6.8896,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,30,0,30,1
1,6.6177,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,30,58,28,2
1,6.9749,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,88,58,30,3
1,7.3029,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,106,88,18,4
1,7.4931,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,136,132,4,5
1,7.9130,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,208,208,0,8
1,10.9328,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,407,407,0,14
1,10.8576,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,432,432,0,15
1,10.1096,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,489,489,0,17
1,12.5577,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,497,497,0,18
1,12.1914,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,549,549,0,20
1,11.0470,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,554,554,0,21
1,11.5670,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,630,630,0,24
1,12.5645,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,672,672,0,26
1,13.8549,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,709,709,0,27
1,12.3097,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,731,731,0,28
1,12.3297,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,787,787,0,30
1,13.5454,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,852,852,0,33
1,13.9190,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,895,895,0,34
1,14.3571,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,961,961,0,37
1,14.7236,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1037,1037,0,41
1,15.5244,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1099,1099,0,43
1,22.0944,Patience,35,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1297,1297,0,50
1,18.8637,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1315,1315,0,51
1,18.9916,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1365,1365,0,52
1,18.6994,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1448,1448,0,55
1,20.5973,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1553,1553,0,60
1,22.5158,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1626,1626,0,63
1,21.0671,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1718,1718,0,67
1,22.6777,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1813,1813,0,71
1,20.8318,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1873,1873,0,73
1,23.2303,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1909,1909,0,74
1,26.7537,Patience,32,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1962,1962,0,77
1,36.0672,Patience,43,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1980,1980,0,79
1,22.7087,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,1988,1988,0,80
1,24.0132,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2061,2061,0,82
1,25.7802,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2064,2064,0,84
1,24.5358,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2191,2191,0,88
1,27.4931,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2315,2315,0,94
1,25.0468,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2347,2347,0,95
1,26.8964,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2372,2372,0,96
1,29.2291,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2380,2380,0,97
1,25.8360,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2422,2422,0,98
1,28.1403,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2550,2550,0,102
1,38.1862,Patience,38,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2576,2576,0,103
1,28.2445,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2708,2708,0,107
1,30.4799,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2749,2749,0,108
1,27.2495,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2825,2825,0,110
1,30.5831,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2848,2848,0,111
1,32.5699,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,2998,2998,0,115
1,29.7462,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3041,3041,0,117
1,29.2417,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3087,3087,0,120
1,37.1325,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3284,3284,0,126
1,33.0281,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3348,3348,0,128
1,33.2762,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3422,3422,0,130
1,32.8564,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3466,3466,0,131
1,32.9002,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3542,3542,0,135
1,33.7832,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3565,3565,0,136
1,33.1617,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3681,3681,0,140
1,34.4264,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3689,3691,2,141
1,40.3381,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3711,3711,0,142
1,34.5890,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3735,3735,0,144
1,35.0592,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3773,3771,2,146
1,39.3396,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3810,3810,0,148
1,34.3029,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3846,3846,0,149
1,34.7019,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3884,3884,0,150
1,36.3237,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3949,3949,0,152
1,39.7457,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3960,3960,0,153
1,43.1040,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3966,3966,0,154
1,37.5367,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,3996,3996,0,155
1,37.4817,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4079,4079,0,159
1,42.8882,Patience,30,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4104,4104,0,160
1,40.2324,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4147,4147,0,161
1,42.4958,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4186,4186,0,162
1,38.6336,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4234,4234,0,163
1,59.0724,Patience,42,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4247,4247,0,164
1,38.1865,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4295,4295,0,166
1,38.9849,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4474,4474,0,172
1,49.5432,Patience,32,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4665,4665,0,177
1,48.9067,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4729,4729,0,182
1,47.5819,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4777,4777,0,185
1,63.1009,Patience,41,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4809,4809,0,186
1,48.1014,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4857,4857,0,187
1,49.4290,Patience,30,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,4898,4898,0,189
1,43.6161,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5044,5046,2,194
1,64.6578,Patience,35,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5066,5066,0,196
1,53.8002,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5228,5228,0,202
1,52.9792,Patience,30,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5230,5230,0,203
1,44.9303,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5278,5278,0,205
1,48.9820,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5326,5326,0,208
1,49.1076,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5381,5379,2,210
1,57.2414,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5448,5448,0,212
1,51.5489,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5468,5468,0,213
1,48.9318,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5499,5499,0,215
1,53.2480,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5531,5531,0,216
1,47.2418,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5535,5535,0,217
1,52.6088,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5580,5580,0,218
1,58.1179,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5650,5650,0,221
1,50.5860,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5729,5729,0,223
1,66.0035,Patience,35,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5745,5745,0,224
1,49.2889,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5831,5833,2,226
1,54.4516,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5857,5857,0,227
1,51.5232,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5904,5904,0,228
1,51.2931,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5947,5947,0,229
1,56.5069,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,5988,5988,0,230
1,54.0330,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6002,6002,0,231
1,61.4193,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6022,6022,0,233
1,68.7819,Patience,35,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6087,6087,0,235
1,53.2144,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6134,6134,0,237
1,53.1832,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6159,6159,0,238
1,62.6568,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6178,6178,0,239
1,60.0989,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6229,6229,0,242
1,58.7984,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6333,6333,0,248
1,53.5272,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6365,6363,2,249
1,64.4010,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6390,6390,0,250
1,54.3914,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6448,6448,0,252
1,57.2805,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6480,6482,2,254
1,54.5201,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6511,6513,2,255
1,78.2537,Patience,37,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6601,6601,0,259
1,62.2000,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6614,6614,0,260
1,55.8531,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6649,6651,2,261
1,59.4495,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6822,6822,0,266
1,71.0788,Patience,32,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6867,6867,0,267
1,62.8066,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,6894,6894,0,268
1,62.6140,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7059,7059,0,274
1,80.0405,Patience,35,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7100,7100,0,275
1,64.4008,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7136,7136,0,277
1,67.8148,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7229,7229,0,279
1,63.5053,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7300,7298,2,282
1,68.4229,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7349,7349,0,283
1,65.6427,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7370,7370,0,284
1,69.9720,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7392,7392,0,286
1,67.6391,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7477,7477,0,290
1,76.6909,Patience,32,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7501,7501,0,291
1,70.0543,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7550,7548,2,294
1,81.6454,Patience,34,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7578,7578,0,295
1,67.5993,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7601,7603,2,296
1,66.5943,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7708,7710,2,299
1,65.0070,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7718,7716,2,300
1,64.3473,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7750,7748,2,301
1,74.5929,Patience,30,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7753,7753,0,302
1,64.5038,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7792,7792,0,303
1,64.5895,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7932,7932,0,308
1,73.7025,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,7981,7981,0,309
1,78.3863,Patience,30,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8024,8024,0,310
1,65.3556,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8075,8073,2,311
1,69.2331,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8103,8103,0,312
1,68.2957,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8174,8174,0,314
1,115.2179,Patience,47,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8197,8197,0,315
1,67.5677,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8221,8221,0,316
1,77.7422,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8401,8401,0,323
1,71.2012,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8445,8445,0,324
1,69.3345,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8494,8492,2,325
1,69.6537,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8526,8524,2,326
1,70.2326,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8565,8565,0,329
1,80.4163,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8616,8616,0,331
1,70.2842,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8654,8652,2,332
1,81.3495,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8673,8673,0,333
1,79.3021,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8783,8783,0,336
1,79.9928,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8853,8853,0,338
1,75.0017,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8930,8932,2,340
1,75.4613,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,8974,8974,0,341
1,75.7323,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9007,9007,0,342
1,85.9951,Patience,30,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9012,9012,0,343
1,85.3880,Patience,30,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9030,9030,0,344
1,81.6216,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9077,9077,0,345
1,85.4660,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9220,9220,0,349
1,75.5850,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9241,9239,2,350
1,82.5042,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9327,9327,0,354
1,88.7991,Patience,30,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9406,9406,0,356
1,91.5751,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9408,9408,0,358
1,93.5731,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9561,9561,0,363
1,77.4179,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9601,9603,2,364
1,94.7985,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9655,9655,0,367
1,114.2291,Patience,39,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9674,9674,0,369
1,96.3193,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9789,9789,0,373
1,80.4160,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9845,9845,0,375
1,81.2948,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9877,9875,2,377
1,88.3649,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9923,9921,2,379
1,86.1929,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,9947,9949,2,380
1,83.8887,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10030,10028,2,382
1,93.0790,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10066,10068,2,384
1,81.5375,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10152,10152,0,386
1,102.8427,Patience,32,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10201,10201,0,387
1,105.3069,Patience,33,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10222,10222,0,389
1,121.0544,Patience,39,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10268,10268,0,390
1,89.0892,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10278,10278,0,391
1,106.6025,Patience,33,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10315,10315,0,393
1,90.5505,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10316,10316,0,394
1,129.7007,Patience,41,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10410,10410,0,397
1,91.6541,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10454,10454,0,398
1,92.5782,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10460,10460,0,399
1,86.2777,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10498,10498,0,400
1,116.4560,Patience,35,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10510,10510,0,401
1,93.8830,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10554,10552,2,402
1,113.1810,Patience,34,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10619,10619,0,405
1,107.3464,Patience,32,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10666,10666,0,407
1,92.4462,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10687,10689,2,408
1,106.1432,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10732,10732,0,409
1,98.1370,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10846,10846,0,414
1,105.2298,Patience,30,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,10940,10940,0,417
1,118.1146,Patience,35,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11014,11014,0,419
1,93.4687,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11047,11047,0,421
1,93.2598,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11054,11052,2,422
1,111.7801,Patience,32,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11129,11129,0,424
1,123.7627,Patience,36,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11289,11289,0,429
1,94.2328,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11331,11331,0,430
1,95.0225,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11423,11423,0,434
1,107.6990,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11492,11490,2,437
1,152.4694,Patience,43,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11625,11625,0,443
1,116.6373,Patience,32,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11628,11628,0,444
1,97.1964,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11655,11655,0,445
1,124.6687,Patience,34,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11867,11869,2,453
1,143.5795,Patience,40,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11876,11878,2,454
1,99.9411,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,11923,11921,2,455
1,96.8775,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,12036,12036,0,459
1,101.8245,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,12055,12055,0,461
